host,date_time,time_zone,endpoint,status_code,size_returned
laotzu.uswmis.com,04/Aug/1995:16:11:26,400,/images/rss.gif,200,283389
raz.gsfc.nasa.gov,04/Aug/1995:16:11:28,400,/shuttle/technology/sts-newsref/stsref-toc.html,200,84905
sprite.ece.cmu.edu,04/Aug/1995:16:11:32,400,/facilities/opf.html,200,2355
asd01-11.dial.xs4all.nl,04/Aug/1995:16:11:32,400,/history/apollo/images/footprint-small.gif,200,18149
asd01-11.dial.xs4all.nl,04/Aug/1995:16:11:49,400,/history/apollo/apollo-spacecraft.txt,200,2261
dhcp193-240.medctr.ucla.edu,04/Aug/1995:16:11:53,400,/images/launch.gif,200,180224
mfitzge-sl.cc.emory.edu,04/Aug/1995:16:11:53,400,/shuttle/technology/sts-newsref/sts-lcc.html,200,32252
ml29.hargray.com,04/Aug/1995:16:12:04,400,/images/MOSAIC-logosmall.gif,200,363
192.220.16.64,04/Aug/1995:16:12:07,400,/ksc.html,200,7034
ncg-102.axionet.com,04/Aug/1995:16:12:08,400,/shuttle/missions/sts-71/images/KSC-95EC-0911.gif,200,31242
dhcp193-240.medctr.ucla.edu,04/Aug/1995:16:12:08,400,/images/mercury-logo.gif,200,6588
asd01-11.dial.xs4all.nl,04/Aug/1995:16:12:09,400,/history/apollo/apollo-13/apollo-13.html,200,18556
asd01-11.dial.xs4all.nl,04/Aug/1995:16:12:10,400,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
bbcc-123.tamu.edu,04/Aug/1995:16:12:15,400,/shuttle/missions/sts-62/,200,4591
mfitzge-sl.cc.emory.edu,04/Aug/1995:16:12:15,400,/images/ksclogosmall.gif,200,3635
asd01-11.dial.xs4all.nl,04/Aug/1995:16:12:19,400,/history/apollo/images/footprint-logo.gif,200,4209
163.205.2.205,04/Aug/1995:16:12:26,400,/images/NASA-logosmall.gif,200,786
163.205.2.205,04/Aug/1995:16:12:27,400,/images/MOSAIC-logosmall.gif,200,363
laotzu.uswmis.com,04/Aug/1995:16:12:29,400,/images/USA-logosmall.gif,200,234
port128.iwaynet.net,04/Aug/1995:16:12:34,400,/images/USA-logosmall.gif,200,234
sprite.ece.cmu.edu,04/Aug/1995:16:12:55,400,/shuttle/technology/sts-newsref/et.html,200,20327
ncg-102.axionet.com,04/Aug/1995:16:13:01,400,/shuttle/missions/sts-71/images/KSC-95EC-0947.gif,200,27741
laotzu.uswmis.com,04/Aug/1995:16:13:02,400,/images/shuttle-patch-small.gif,200,4179
asd01-11.dial.xs4all.nl,04/Aug/1995:16:13:06,400,/icons/menu.xbm,200,527
mercury.stsci.edu,04/Aug/1995:16:13:09,400,/shuttle/missions/sts-70/images/KSC-95EC-0635.gif,200,43551
192.220.16.64,04/Aug/1995:16:13:13,400,/shuttle/missions/sts-68/images/ksc-upclose.gif,200,86984
ml29.hargray.com,04/Aug/1995:16:13:14,400,/history/apollo/images/apollo-logo1.gif,200,1173
server.uwindsor.ca,04/Aug/1995:16:13:15,400,/shuttle/technology/sts-newsref/sts-caws.html,200,97747
port128.iwaynet.net,04/Aug/1995:16:13:16,400,/shuttle/missions/sts-69/count69.gif,200,46053
163.118.4.6,04/Aug/1995:16:13:32,400,/images/crawler-logo.gif,200,14108
163.118.4.6,04/Aug/1995:16:13:32,400,/images/kscmap-tiny.gif,200,2537
piweba1y.prodigy.com,04/Aug/1995:16:13:57,400,/history/mercury/ma-6/ma-6.html,200,1117
slynn.lerc.nasa.gov,04/Aug/1995:16:13:58,400,/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg,200,34029
kenny.computel.com,04/Aug/1995:16:14:00,400,/shuttle/missions/sts-69/sts-69-patch.jpg,200,96265
163.118.4.6,04/Aug/1995:16:14:04,400,/images/KSC-logosmall.gif,200,1204
port128.iwaynet.net,04/Aug/1995:16:14:15,400,/images/KSC-logosmall.gif,200,1204
138.13.146.64,04/Aug/1995:16:14:15,400,/elv/new01.gif,200,1016
138.13.146.64,04/Aug/1995:16:14:17,400,/elv/elvhead3.gif,200,9925
163.118.4.6,04/Aug/1995:16:14:23,400,/shuttle/missions/sts-69/mission-sts-69.html,200,11264
bbcc-123.tamu.edu,04/Aug/1995:16:14:24,400,/shuttle/missions/sts-63/,200,2032
192.214.69.69,04/Aug/1995:16:14:25,400,/history/apollo/images/apollo-logo.gif,200,3047
163.118.4.6,04/Aug/1995:16:14:26,400,/history/apollo/images/apollo-logo1.gif,200,1173
204.238.216.51,04/Aug/1995:16:14:27,400,/statistics/images/getstats_big.gif,304,0
192.220.16.64,04/Aug/1995:16:14:27,400,/shuttle/missions/sts-70/images/KSC-95EC-1016.jpg,200,93923
n1028244.ksc.nasa.gov,04/Aug/1995:16:14:28,400,/images/WORLD-logosmall.gif,200,669
bbcc-123.tamu.edu,04/Aug/1995:16:14:29,400,/shuttle/missions/sts-63/movies/,200,378
128.95.108.67,04/Aug/1995:16:14:33,400,/ksc.html,200,7034
128.159.144.193,04/Aug/1995:16:14:37,400,/images/ksclogo-medium.gif,200,5866
128.159.144.193,04/Aug/1995:16:14:38,400,/images/NASA-logosmall.gif,200,786
204.238.216.51,04/Aug/1995:16:14:41,400,/statistics/images/stat.gif,304,0
192.214.69.69,04/Aug/1995:16:14:43,400,/images/KSC-logosmall.gif,200,1204
anomaly.bu.edu,04/Aug/1995:16:14:54,400,/history/apollo/apollo-8/apollo-8-patch-small.gif,200,11326
138.13.146.64,04/Aug/1995:16:14:54,400,/elv/ATLAS_CENTAUR/atlas.gif,200,2286
sprite.ece.cmu.edu,04/Aug/1995:16:15:01,400,/shuttle/technology/images/et_1.jpg,200,144114
138.13.146.64,04/Aug/1995:16:15:05,400,/elv/uplink.htm,200,2236
igw.fmc.com,04/Aug/1995:16:15:11,400,/history/apollo/images/APOLLO-logosmall.gif,200,1173
astro.demon.co.uk,04/Aug/1995:16:15:12,400,/shuttle/countdown/video/livevideo.jpeg,200,24772
192.214.69.69,04/Aug/1995:16:15:12,400,/images/NASA-logosmall.gif,200,786
192.214.69.69,04/Aug/1995:16:15:14,400,/history/early-astronauts.txt,200,3850
128.159.144.193,04/Aug/1995:16:15:17,400,/images/NASA-logosmall.gif,200,786
ml29.hargray.com,04/Aug/1995:16:15:17,400,/shuttle/missions/sts-44/sts-44-patch-small.gif,200,12659
128.159.144.193,04/Aug/1995:16:15:17,400,/images/USA-logosmall.gif,200,234
163.205.11.218,04/Aug/1995:16:15:22,400,/images/NASA-logosmall.gif,200,786
163.205.11.218,04/Aug/1995:16:15:22,400,/images/MOSAIC-logosmall.gif,200,363
piweba1y.prodigy.com,04/Aug/1995:16:15:31,400,/history/mercury/ma-9/ma-9.html,200,1135
anomaly.bu.edu,04/Aug/1995:16:15:32,400,/history/apollo/apollo-8/apollo-8-info.html,200,1434
n1032049.ksc.nasa.gov,04/Aug/1995:16:15:39,400,/ksc.html,200,7034
lilly.ping.de,04/Aug/1995:16:15:39,400,/,200,7034
lilly.ping.de,04/Aug/1995:16:15:41,400,/images/ksclogo-medium.gif,200,5866
n1032049.ksc.nasa.gov,04/Aug/1995:16:15:43,400,/images/NASA-logosmall.gif,200,786
n1032049.ksc.nasa.gov,04/Aug/1995:16:15:43,400,/images/USA-logosmall.gif,200,234
139.169.173.5,04/Aug/1995:16:15:43,400,/images/KSC-logosmall.gif,200,1204
igw.fmc.com,04/Aug/1995:16:15:48,400,/images/ksclogo-medium.gif,200,5866
ml29.hargray.com,04/Aug/1995:16:15:50,400,/shuttle/missions/sts-68/sts-68-patch-small.gif,200,17459
igw.fmc.com,04/Aug/1995:16:15:50,400,/images/USA-logosmall.gif,200,234
astro.demon.co.uk,04/Aug/1995:16:16:01,400,/images/NASA-logosmall.gif,200,786
green38.vol.it,04/Aug/1995:16:16:04,400,/icons/menu.xbm,200,527
howders.cedarville.edu,04/Aug/1995:16:16:04,400,/software/winvn/winvn.gif,200,25218
ml29.hargray.com,04/Aug/1995:16:16:07,400,/shuttle/missions/sts-68/mission-sts-68.html,200,49705
orion.ksc.nasa.gov,04/Aug/1995:16:16:08,400,/images/WORLD-logosmall.gif,200,669
green38.vol.it,04/Aug/1995:16:16:10,400,/history/apollo/apollo-11/,200,1607
sprite.ece.cmu.edu,04/Aug/1995:16:16:24,400,/shuttle/missions/sts-70/images/holes-in-et.jpg,200,47689
green38.vol.it,04/Aug/1995:16:16:25,400,/history/apollo/apollo-11/movies/,200,381
ml29.hargray.com,04/Aug/1995:16:16:33,400,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
sprite.ece.cmu.edu,04/Aug/1995:16:16:33,400,/shuttle/missions/sts-70/images/woodpecker-on-et.jpg,200,22972
mfg-51.umd.edu,04/Aug/1995:16:16:38,400,/shuttle/missions/41-g/images/84HC504.GIF,200,57344
green38.vol.it,04/Aug/1995:16:16:39,400,/history/apollo/apollo-11/movies/,200,381
vagrant.vf.mmc.com,04/Aug/1995:16:16:44,400,/,200,7034
128.159.112.35,04/Aug/1995:16:16:44,400,/images/ksclogo-medium.gif,200,5866
proxy0.research.att.com,04/Aug/1995:16:16:45,400,/images/,200,17688
proxy0.research.att.com,04/Aug/1995:16:16:48,400,/icons/blank.xbm,200,509
ak108.du.pipex.com,04/Aug/1995:16:17:06,400,/images/MOSAIC-logosmall.gif,200,363
sparta.cle.ab.com,04/Aug/1995:16:17:07,400,/shuttle/missions/sts-69/erin.gif,200,69067
n1028244.ksc.nasa.gov,04/Aug/1995:16:17:13,400,/whats-new.html,200,18936
piweba1y.prodigy.com,04/Aug/1995:16:17:14,400,/history/mercury/mercury-overview.txt,200,27951
sloanmac21.mit.edu,04/Aug/1995:16:17:20,400,/shuttle/technology/images/srb_mod_compare_1-small.gif,200,36902
igw.fmc.com,04/Aug/1995:16:17:22,400,/history/gemini/gemini.html,200,2522
sloanmac21.mit.edu,04/Aug/1995:16:17:22,400,/shuttle/technology/images/srb_mod_compare_3-small.gif,200,55666
lkenneth.fcla.ufl.edu,04/Aug/1995:16:17:27,400,/shuttle/technology/sts-newsref/sts-oms.html,200,81920
138.13.146.64,04/Aug/1995:16:17:33,400,/elv/elvhead3.gif,200,9925
igw.fmc.com,04/Aug/1995:16:17:35,400,/history/mercury/mercury.html,200,1871
sparta.cle.ab.com,04/Aug/1995:16:17:37,400,/images/NASA-logosmall.gif,200,786
204.183.127.163,04/Aug/1995:16:17:41,400,/images/ksclogosmall.gif,200,3635
sgigate.sgi.com,04/Aug/1995:16:17:52,400,/history/astp/astp.html,200,1157
sgigate.sgi.com,04/Aug/1995:16:17:53,400,/history/apollo/images/apollo-logo.gif,200,3047
sprite.ece.cmu.edu,04/Aug/1995:16:17:55,400,/images/shuttle-patch-small.gif,200,4179
boottest-askmike.worldbank.org,04/Aug/1995:16:17:55,400,/images/,200,17688
boottest-askmike.worldbank.org,04/Aug/1995:16:17:56,400,/icons/image.xbm,200,509
igw.fmc.com,04/Aug/1995:16:17:57,400,/persons/nasa-cm/jmd.html,200,4067
n1144637.ksc.nasa.gov,04/Aug/1995:16:17:58,400,/ksc.html,200,7034
sloanmac21.mit.edu,04/Aug/1995:16:17:59,400,/shuttle/missions/41-d/mission-41-d.html,200,9092
bbuikema.pcshs.com,04/Aug/1995:16:18:11,400,/images/MOSAIC-logosmall.gif,304,0
ml29.hargray.com,04/Aug/1995:16:18:16,400,/shuttle/missions/sts-73/mission-sts-73.html,200,4102
128.140.32.17,04/Aug/1995:16:18:18,400,/images/ksclogo-medium.gif,200,5866
ml29.hargray.com,04/Aug/1995:16:18:18,400,/shuttle/missions/sts-73/sts-73-patch-small.gif,200,4179
dp035.ppp.iglou.com,04/Aug/1995:16:18:18,400,/images/NASA-logosmall.gif,200,786
128.140.32.17,04/Aug/1995:16:18:22,400,/images/WORLD-logosmall.gif,200,669
lkenneth.fcla.ufl.edu,04/Aug/1995:16:18:28,400,/shuttle/missions/sts-59/sts-59-patch-small.gif,200,12181
chrisk.follett.com,04/Aug/1995:16:18:30,400,/icons/image.xbm,200,509
sloanmac21.mit.edu,04/Aug/1995:16:18:32,400,/images/ksclogo-medium.gif,200,5866
sloanmac21.mit.edu,04/Aug/1995:16:18:34,400,/images/WORLD-logosmall.gif,200,669
jhanley.doe.state.la.us,04/Aug/1995:16:18:35,400,/images/shuttle-patch-logo.gif,200,891
138.13.146.64,04/Aug/1995:16:18:40,400,/elv/ATLAS_CENTAUR/atc69s.jpg,200,1659
ucicl.eng.uci.edu,04/Aug/1995:16:18:41,400,/history/apollo/apollo-13/apollo-13-patch-small.gif,200,12859
unifex.ksc.nasa.gov,04/Aug/1995:16:18:41,400,/shuttle/countdown/,200,4673
laotzu.uswmis.com,04/Aug/1995:16:18:43,400,/shuttle/missions/sts-1/news/,200,371
128.95.108.67,04/Aug/1995:16:18:53,400,/images/KSC-logosmall.gif,200,1204
www-c4.proxy.aol.com,04/Aug/1995:16:18:53,400,/icons/unknown.xbm,200,515
ml29.hargray.com,04/Aug/1995:16:18:54,400,/icons/menu.xbm,200,527
unifex.ksc.nasa.gov,04/Aug/1995:16:18:57,400,/shuttle/missions/sts-69/images/KSC-95EC-1032.jpg,200,72117
djf21.octacon.co.uk,04/Aug/1995:16:19:10,400,/shuttle/countdown/,200,4673
green38.vol.it,04/Aug/1995:16:19:22,400,/history/apollo/apollo-11/sounds/A01108AA.WAV,200,218390
solo.kidsat.ucsd.edu,04/Aug/1995:16:19:22,400,/shuttle/missions/sts-69/mission-sts-69.html,200,11264
128.229.171.105,04/Aug/1995:16:19:23,400,/images/USA-logosmall.gif,200,234
163.205.12.100,04/Aug/1995:16:19:24,400,/images/ksclogo-medium.gif,200,0
128.227.81.32,04/Aug/1995:16:19:31,400,/images/NASA-logosmall.gif,200,786
128.227.81.32,04/Aug/1995:16:19:31,400,/images/MOSAIC-logosmall.gif,200,363
djf21.octacon.co.uk,04/Aug/1995:16:19:34,400,/shuttle/missions/sts-69/count69.gif,200,46053
solo.kidsat.ucsd.edu,04/Aug/1995:16:19:36,400,/shuttle/countdown/,200,4673
128.192.57.19,04/Aug/1995:16:19:37,400,/images/KSC-logosmall.gif,200,1204
n868791.ksc.nasa.gov,04/Aug/1995:16:19:39,400,/images/ksclogo-medium.gif,200,5866
n868791.ksc.nasa.gov,04/Aug/1995:16:19:43,400,/images/WORLD-logosmall.gif,200,669
128.227.81.32,04/Aug/1995:16:19:46,400,/shuttle/missions/sts-69/count69.gif,200,46053
green38.vol.it,04/Aug/1995:16:19:49,400,/history/apollo/apollo-11/images/,200,3459
sloanmac21.mit.edu,04/Aug/1995:16:19:49,400,/history/apollo/apollo.html,200,3260
igw.fmc.com,04/Aug/1995:16:19:52,400,/history/mercury/mr-4/mr-4.html,200,1152
ak108.du.pipex.com,04/Aug/1995:16:19:53,400,/shuttle/missions/sts-68/images/ksc.gif,200,152676
139.169.82.217,04/Aug/1995:16:20:09,400,/images/MOSAIC-logosmall.gif,200,363
139.169.82.217,04/Aug/1995:16:20:11,400,/images/WORLD-logosmall.gif,200,669
128.140.32.17,04/Aug/1995:16:20:15,400,/shuttle/missions/sts-69/count69.gif,200,46053
g1335.258.interlink.net,04/Aug/1995:16:20:20,400,/images/launchmedium.gif,200,11853
www-a2.proxy.aol.com,04/Aug/1995:16:20:27,400,/images/,200,17688
dvanzandt.lerc.nasa.gov,04/Aug/1995:16:20:30,400,/images/kscarea-small.gif,200,24522
ak108.du.pipex.com,04/Aug/1995:16:20:31,400,/shuttle/missions/sts-71/images/images.html,200,8529
sdt.com,04/Aug/1995:16:20:36,400,/images/KSC-logosmall.gif,200,1204
laotzu.uswmis.com,04/Aug/1995:16:20:42,400,/shuttle/missions/sts-70/mission-sts-70.html,200,20304
ip50.washington.dc.interramp.com,04/Aug/1995:16:20:43,400,/shuttle/missions/missions.html,200,8677
www-a2.proxy.aol.com,04/Aug/1995:16:20:46,400,/icons/image.xbm,200,509
128.140.32.17,04/Aug/1995:16:20:47,400,/htbin/cdt_main.pl,200,3714
laotzu.uswmis.com,04/Aug/1995:16:20:49,400,/shuttle/missions/sts-70/sts-70-patch-small.gif,200,5978
128.95.108.67,04/Aug/1995:16:20:52,400,/shuttle/missions/sts-74/sts-74-patch-small.gif,200,5494
n1123209.ksc.nasa.gov,04/Aug/1995:16:20:52,400,/ksc.html,200,7034
dorman.clark.net,04/Aug/1995:16:20:53,400,/history/apollo/images/apollo-logo1.gif,200,1173
128.229.171.105,04/Aug/1995:16:21:02,400,/elv/koreamin.gif,200,2563
cerruti.idx.com,04/Aug/1995:16:21:02,400,/shuttle/missions/missions.html,200,8677
192.52.94.7,04/Aug/1995:16:21:11,400,/shuttle/technology/images/crew_compartment_13-small.gif,200,79088
128.229.171.105,04/Aug/1995:16:21:11,400,/elv/DELTA/delta.gif,200,2244
bbriggs.sp.trw.com,04/Aug/1995:16:21:11,400,/shuttle/missions/sts-71/images/KSC-95EC-0963.jpg,200,135561
jhanley.doe.state.la.us,04/Aug/1995:16:21:15,400,/history/apollo/images/apollo-logo1.gif,200,1173
192.52.94.7,04/Aug/1995:16:21:16,400,/shuttle/technology/images/aft_fuselage_2-small.gif,200,45632
128.229.171.105,04/Aug/1995:16:21:17,400,/elv/ATLAS_CENTAUR/atlas.gif,200,2286
unifex.ksc.nasa.gov,04/Aug/1995:16:21:23,400,/shuttle/missions/sts-70/images/images.html,200,8657
hawkeye.ae.msstate.edu,04/Aug/1995:16:21:23,400,/elv/new01.gif,200,1016
dvanzandt.lerc.nasa.gov,04/Aug/1995:16:21:27,400,/images/ksclogo-medium.gif,200,5866
hawkeye.ae.msstate.edu,04/Aug/1995:16:21:31,400,/images/KSC-logosmall.gif,200,1204
hawkeye.ae.msstate.edu,04/Aug/1995:16:21:32,400,/images/NASA-logosmall.gif,200,786
laotzu.uswmis.com,04/Aug/1995:16:21:34,400,/shuttle/missions/sts-70/sts-70-press-kit.txt,200,94403
ix-chi4-24.ix.netcom.com,04/Aug/1995:16:21:34,400,/images/ksclogo-medium.gif,200,5866
144.30.125.23,04/Aug/1995:16:21:42,400,/images/ksclogo-medium.gif,304,0
n1122088.ksc.nasa.gov,04/Aug/1995:16:21:45,400,/ksc.html,200,7034
163.205.80.16,04/Aug/1995:16:21:49,400,/images/ksclogo-medium.gif,200,5866
nameserver.pwfl.com,04/Aug/1995:16:21:50,400,/shuttle/missions/missions.html,200,8677
nameserver.pwfl.com,04/Aug/1995:16:21:51,400,/images/launchmedium.gif,200,11853
n1122088.ksc.nasa.gov,04/Aug/1995:16:21:54,400,/images/USA-logosmall.gif,200,234
ip50.washington.dc.interramp.com,04/Aug/1995:16:22:04,400,/shuttle/missions/sts-78/sts-78-patch-small.gif,200,4179
hawkeye.ae.msstate.edu,04/Aug/1995:16:22:13,400,/history/gemini/movies/gemini-launch.mpg,200,104987
128.159.122.50,04/Aug/1995:16:22:13,400,/finance/suit.gif,200,1294
128.159.122.50,04/Aug/1995:16:22:14,400,/finance/ref_btn.gif,200,2582
141.102.40.36,04/Aug/1995:16:22:15,400,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054
128.159.122.50,04/Aug/1995:16:22:15,400,/finance/brrow_1t.gif,200,632
139.72.117.121,04/Aug/1995:16:22:22,400,/images/ksclogo-medium.gif,200,5866
139.72.117.121,04/Aug/1995:16:22:25,400,/images/NASA-logosmall.gif,200,786
gw2.att.com,04/Aug/1995:16:22:30,400,/elv/DELTA/dedesc.htm,200,4554
sparta.cle.ab.com,04/Aug/1995:16:22:56,400,/shuttle/missions/sts-69/liftoff.html,200,4665
139.72.117.121,04/Aug/1995:16:22:56,400,/images/KSC-logosmall.gif,200,1204
hawkeye.ae.msstate.edu,04/Aug/1995:16:23:00,400,/elv/vidpicp.htm,200,4185
hawkeye.ae.msstate.edu,04/Aug/1995:16:23:01,400,/elv/TITAN/mars1s.jpg,200,1156
hawkeye.ae.msstate.edu,04/Aug/1995:16:23:02,400,/elv/ATLAS_CENTAUR/atc69s.jpg,200,1659
128.140.32.17,04/Aug/1995:16:23:02,400,"/cgi-bin/imagemap/countdown69?185,293",302,110
hawkeye.ae.msstate.edu,04/Aug/1995:16:23:03,400,/elv/ATLAS_CENTAUR/goess.jpg,200,1306
198.69.103.97,04/Aug/1995:16:23:08,400,/images/USA-logosmall.gif,200,234
n1028244.ksc.nasa.gov,04/Aug/1995:16:23:27,400,/images/MOSAIC-logosmall.gif,200,363
sparta.cle.ab.com,04/Aug/1995:16:23:28,400,/shuttle/missions/sts-69/images/images.html,200,2443
n1028244.ksc.nasa.gov,04/Aug/1995:16:23:28,400,/images/WORLD-logosmall.gif,200,669
xray.oit.gatech.edu,04/Aug/1995:16:23:29,400,/images/faq.gif,200,263
ak108.du.pipex.com,04/Aug/1995:16:23:48,400,/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg,200,39654
relay.urz.uni-heidelberg.de,04/Aug/1995:16:23:55,400,/ksc.html,200,7034
relay.urz.uni-heidelberg.de,04/Aug/1995:16:23:56,400,/images/ksclogo-medium.gif,200,5866
goldenrule.jcpenney.com,04/Aug/1995:16:24:00,400,/images/NASA-logosmall.gif,304,0
guiteau.macsch.com,04/Aug/1995:16:24:02,400,/history/history.html,200,1602
slip136-210.pt.uk.ibm.net,04/Aug/1995:16:24:06,400,/shuttle/missions/missions.html,200,8677
sloanmac21.mit.edu,04/Aug/1995:16:24:12,400,/history/apollo/apollo.html,200,3260
144.30.125.23,04/Aug/1995:16:24:12,400,/shuttle/missions/sts-71/movies/movies.html,304,0
miafl2-44.gate.net,04/Aug/1995:16:24:25,400,/images/ksclogo-medium.gif,304,0
139.169.82.217,04/Aug/1995:16:24:27,400,/images/KSC-logosmall.gif,200,1204
slip136-210.pt.uk.ibm.net,04/Aug/1995:16:24:28,400,/images/NASA-logosmall.gif,200,786
pcsnet.demon.co.uk,04/Aug/1995:16:24:30,400,/images/WORLD-logosmall.gif,200,669
g1335.258.interlink.net,04/Aug/1995:16:24:31,400,/shuttle/technology/images/mission_profile_2-small.gif,200,35540
slip136-210.pt.uk.ibm.net,04/Aug/1995:16:24:31,400,/images/KSC-logosmall.gif,200,1204
139.169.82.217,04/Aug/1995:16:24:41,400,"/cgi-bin/imagemap/countdown69?340,283",302,104
ak108.du.pipex.com,04/Aug/1995:16:24:51,400,/shuttle/missions/sts-71/images/KSC-95EC-0869.jpg,200,56275
128.140.32.17,04/Aug/1995:16:25:00,400,/shuttle/missions/sts-69/movies/ws-animation-onorbit.mpg,200,664733
www-c1.proxy.aol.com,04/Aug/1995:16:25:03,400,/images/NASA-logosmall.gif,200,786
163.205.80.16,04/Aug/1995:16:25:10,400,/shuttle/missions/sts-70/images/KSC-95EC-0999.gif,200,30505
nameserver.pwfl.com,04/Aug/1995:16:25:15,400,/shuttle/resources/orbiters/discovery-logo.gif,200,4179
n1144637.ksc.nasa.gov,04/Aug/1995:16:25:20,400,/images/MOSAIC-logosmall.gif,200,363
n1144637.ksc.nasa.gov,04/Aug/1995:16:25:21,400,/images/USA-logosmall.gif,200,234
astro.demon.co.uk,04/Aug/1995:16:25:25,400,/shuttle/countdown/video/livevideo.jpeg,200,50882
www-c1.proxy.aol.com,04/Aug/1995:16:25:28,400,/shuttle/countdown/,200,4673
139.169.82.218,04/Aug/1995:16:25:29,400,/images/MOSAIC-logosmall.gif,200,363
139.169.82.217,04/Aug/1995:16:25:35,400,/images/launch-logo.gif,200,1713
piweba5y.prodigy.com,04/Aug/1995:16:25:44,400,/history/apollo/images/apollo-logo.gif,200,3047
slip136-210.pt.uk.ibm.net,04/Aug/1995:16:25:45,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
163.205.16.75,04/Aug/1995:16:25:51,400,/images/ksclogo-medium.gif,200,5866
n1043372.ksc.nasa.gov,04/Aug/1995:16:26:08,400,/images/ksclogosmall.gif,200,3635
mfg-51.umd.edu,04/Aug/1995:16:26:08,400,/images/launchmedium.gif,200,11853
n1043372.ksc.nasa.gov,04/Aug/1995:16:26:11,400,/images/USA-logosmall.gif,200,234
bbriggs.sp.trw.com,04/Aug/1995:16:26:16,400,/shuttle/missions/sts-70/,200,6329
163.205.156.16,04/Aug/1995:16:26:17,400,/elv/endball.gif,304,0
198.207.218.115,04/Aug/1995:16:26:17,400,/images/launchmedium.gif,200,11853
163.205.156.16,04/Aug/1995:16:26:18,400,/elv/struct.gif,304,0
piweba5y.prodigy.com,04/Aug/1995:16:26:29,400,/images/KSC-logosmall.gif,200,1204
guiteau.macsch.com,04/Aug/1995:16:26:37,400,/images/launchmedium.gif,200,11853
n1131455.ksc.nasa.gov,04/Aug/1995:16:26:44,400,/ksc.html,200,7034
n1131455.ksc.nasa.gov,04/Aug/1995:16:26:46,400,/images/ksclogo-medium.gif,200,5866
159.142.145.166,04/Aug/1995:16:26:46,400,/images/KSC-logosmall.gif,200,1204
n1131455.ksc.nasa.gov,04/Aug/1995:16:26:48,400,/images/USA-logosmall.gif,200,234
mfg-51.umd.edu,04/Aug/1995:16:26:57,400,/shuttle/missions/41-g/,200,1574
g1335.258.interlink.net,04/Aug/1995:16:27:03,400,/images/shuttle-patch-logo.gif,200,891
relay.urz.uni-heidelberg.de,04/Aug/1995:16:27:09,400,/shuttle/missions/sts-69/mission-sts-69.html,200,11264
www-b4.proxy.aol.com,04/Aug/1995:16:27:23,400,/images/,200,17688
gro21.pi.net,04/Aug/1995:16:27:26,400,"/cgi-bin/imagemap/countdown69?228,246",302,97
www-a1.proxy.aol.com,04/Aug/1995:16:27:39,400,/icons/image.xbm,200,509
cs002p03.micron.net,04/Aug/1995:16:27:42,400,/images/KSC-logosmall.gif,304,0
www-c1.proxy.aol.com,04/Aug/1995:16:27:43,400,"/cgi-bin/imagemap/countdown69?63,165",302,111
sloanmac21.mit.edu,04/Aug/1995:16:27:50,400,/images/ksclogosmall.gif,200,3635
n1388866.ksc.nasa.gov,04/Aug/1995:16:27:56,400,/images/WORLD-logosmall.gif,200,669
cs002p03.micron.net,04/Aug/1995:16:27:57,400,/images/NASA-logosmall.gif,200,786
www-c1.proxy.aol.com,04/Aug/1995:16:27:58,400,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083
129.190.82.156,04/Aug/1995:16:28:04,400,/history/apollo/images/footprint-logo.gif,200,4209
kiosk-4-79.dial.inet.fi,04/Aug/1995:16:28:07,400,/,200,7034
cs002p03.micron.net,04/Aug/1995:16:28:15,400,/shuttle/missions/sts-69/count69.gif,200,46053
kiosk-4-79.dial.inet.fi,04/Aug/1995:16:28:18,400,/images/ksclogo-medium.gif,200,5866
163.205.80.16,04/Aug/1995:16:28:21,400,/images/kscmap-tiny.gif,200,2537
198.69.103.97,04/Aug/1995:16:28:25,400,/shuttle/missions/sts-70/movies/movies.html,200,2979
lmpc-1131myr11.ucdavis.edu,04/Aug/1995:16:28:27,400,/facts/faq04.html,200,27063
198.69.103.97,04/Aug/1995:16:28:28,400,/shuttle/missions/sts-70/sts-70-patch-small.gif,200,5978
voyager6.lglobal.com,04/Aug/1995:16:28:36,400,/images/bluemarb.gif,304,0
164.117.51.74,04/Aug/1995:16:28:45,400,/shuttle/technology/images/srb_16-small.gif,200,42732
hdavid.icmebs.com,04/Aug/1995:16:28:49,400,/images/launchmedium.gif,200,11853
net2-75.mcp.com,04/Aug/1995:16:28:59,400,/shuttle/missions/sts-69/movies/movies.html,200,1589
mfg-51.umd.edu,04/Aug/1995:16:29:00,400,/shuttle/resources/orbiters/challenger-logo.gif,200,4179
vagrant.vf.mmc.com,04/Aug/1995:16:29:06,400,/images/KSC-logosmall.gif,200,1204
derec,04/Aug/1995:16:29:07,400,/images/USA-logosmall.gif,200,234
n1028244.ksc.nasa.gov,04/Aug/1995:16:29:09,400,/ksc.html,200,7034
n1028244.ksc.nasa.gov,04/Aug/1995:16:29:12,400,/images/ksclogo-medium.gif,200,5866
