productID,carat,cut,color,clarity,depth,table,price,x,y,z
31095,0.32,Good,E,VS1,60.3,64,756,4.42,4.44,2.67
31096,0.32,Good,E,VS1,59.5,64,756,4.42,4.45,2.64
31097,0.32,Premium,D,SI1,61.3,60,756,4.43,4.41,2.71
31098,0.32,Ideal,D,SI1,60.8,57,756,4.44,4.41,2.69
31099,0.32,Premium,D,SI1,58.9,60,756,4.49,4.47,2.64
31100,0.32,Ideal,D,SI1,62,55,756,4.47,4.37,2.74
31101,0.32,Ideal,D,SI1,61.9,57,756,4.4,4.36,2.71
31102,0.32,Premium,D,SI1,63,58,756,4.4,4.36,2.76
31103,0.32,Ideal,D,SI1,62,57,756,4.4,4.37,2.72
31104,0.32,Ideal,D,SI1,62.8,56,756,4.35,4.34,2.73
31105,0.32,Very Good,D,SI1,63.3,57,756,4.39,4.36,2.77
31106,0.32,Good,D,SI1,63.8,56,756,4.35,4.33,2.77
31107,0.32,Ideal,D,SI1,62,57,756,4.42,4.38,2.73
31108,0.4,Very Good,J,VS1,63.5,56,756,4.7,4.69,2.98
31109,0.36,Premium,G,VS2,62.5,58,756,4.55,4.51,2.83
31110,0.36,Premium,E,SI1,62.2,59,756,4.57,4.53,2.83
31111,0.32,Premium,I,VVS1,60.1,61,756,4.45,4.4,2.66
31112,0.32,Ideal,I,VVS1,61.9,55,756,4.4,4.39,2.72
31113,0.32,Ideal,I,VVS1,61.7,55,756,4.4,4.39,2.71
31114,0.32,Ideal,I,VVS1,62.5,55,756,4.4,4.37,2.74
31115,0.32,Ideal,I,VVS1,62.4,55,756,4.38,4.34,2.72
31116,0.32,Premium,I,VVS1,63,58,756,4.38,4.32,2.74
31117,0.32,Ideal,D,SI1,59.3,55,756,4.53,4.51,2.68
31118,0.32,Premium,D,SI1,58.3,58,756,4.54,4.49,2.63
31119,0.32,Ideal,D,SI1,59.6,57,756,4.47,4.42,2.65
31120,0.32,Premium,D,SI1,60.4,58,756,4.47,4.44,2.69
31121,0.32,Premium,D,SI1,60.8,58,756,4.44,4.41,2.69
31122,0.32,Ideal,D,SI1,61.4,57,756,4.42,4.41,2.71
31123,0.32,Ideal,D,SI1,60.9,56,756,4.43,4.4,2.69
31124,0.32,Premium,D,SI1,60.2,58,756,4.43,4.4,2.66
31125,0.32,Premium,D,SI1,61.5,59,756,4.42,4.39,2.71
31126,0.32,Ideal,D,SI1,61.5,56,756,4.42,4.39,2.71
31127,0.32,Ideal,D,SI1,61.3,55,756,4.42,4.39,2.7
31128,0.32,Ideal,D,SI1,62.5,54,756,4.41,4.39,2.75
31129,0.32,Premium,D,SI1,62.3,55,756,4.42,4.38,2.74
31130,0.32,Premium,D,SI1,60.9,60,756,4.41,4.39,2.68
31131,0.32,Premium,D,SI1,61.4,58,756,4.42,4.38,2.7
31132,0.32,Ideal,D,SI1,62.8,56,756,4.42,4.37,2.76
31133,0.32,Ideal,D,SI1,62.6,55,756,4.39,4.36,2.74
31134,0.32,Very Good,D,SI1,63.1,57,756,4.38,4.37,2.76
31135,0.32,Very Good,D,SI1,63.3,57,756,4.38,4.37,2.77
31136,0.32,Ideal,D,SI1,62.7,54,756,4.4,4.37,2.75
31137,0.32,Ideal,D,SI1,61.3,57,756,4.41,4.37,2.69
31138,0.32,Ideal,D,SI1,62.7,54,756,4.39,4.35,2.74
31139,0.32,Very Good,D,SI1,63.2,54,756,4.38,4.36,2.76
31140,0.32,Very Good,D,SI1,63.1,56,756,4.38,4.34,2.75
31141,0.32,Good,D,SI1,63.7,55,756,4.38,4.35,2.78
31142,0.32,Very Good,D,SI1,63.5,55,756,4.35,4.31,2.75
31143,0.32,Premium,D,SI1,62.6,58,756,4.36,4.33,2.72
31144,0.32,Ideal,D,SI1,62.7,57,756,4.37,4.34,2.73
31145,0.32,Good,D,SI1,63.6,56,756,4.37,4.34,2.77
31146,0.31,Ideal,E,VS2,62,56,756,4.38,4.36,2.71
31147,0.45,Fair,G,SI1,68.6,57,756,4.73,4.5,3.19
31148,0.44,Good,E,SI1,63.4,57,756,4.81,4.85,3.06
31149,0.44,Good,F,SI1,63.8,54,756,4.8,4.85,3.08
31150,0.42,Very Good,D,SI1,63,55,756,4.76,4.79,3.01
31151,0.44,Good,E,SI1,63.2,53,756,4.84,4.87,3.07
31152,0.42,Very Good,D,SI1,61.5,58,756,4.8,4.83,2.96
31153,0.42,Very Good,D,SI1,60.2,57,756,4.85,4.89,2.93
31154,0.42,Ideal,D,SI1,61.9,55,756,4.79,4.84,2.98
31155,0.42,Very Good,D,SI1,63,57,756,4.77,4.81,3.02
31156,0.38,Ideal,G,VS2,61.9,54.1,757,4.66,4.69,2.89
31157,0.31,Ideal,F,VS2,61.6,55,757,4.36,4.38,2.69
31158,0.31,Ideal,F,VS2,61.9,55,757,4.35,4.37,2.7
31159,0.31,Ideal,F,VS2,61.6,55,757,4.38,4.39,2.7
31160,0.31,Ideal,F,VS2,61.9,55,757,4.37,4.39,2.71
31161,0.31,Fair,F,VVS2,56.9,59,757,4.45,4.48,2.54
31162,0.34,Premium,E,VS1,58,60,757,4.63,4.61,2.68
31163,0.37,Very Good,E,VS2,60.6,58,757,4.62,4.65,2.81
31164,0.37,Premium,E,VS2,60.2,58,757,4.65,4.68,2.81
31165,0.4,Ideal,I,VVS2,62,54,758,4.74,4.77,2.95
31166,0.4,Ideal,I,VVS2,62,57,758,4.73,4.75,2.94
31167,0.41,Good,D,SI1,56.5,63,758,4.98,4.94,2.8
31168,0.34,Ideal,E,VS2,62.1,54.1,758,4.47,4.5,2.78
31169,0.46,Ideal,F,SI2,61.5,54,758,4.98,5.01,3.07
31170,0.4,Ideal,J,IF,62.5,56,758,4.7,4.74,2.95
31171,0.32,Ideal,D,VS2,61.6,56,758,4.37,4.4,2.7
31172,0.32,Ideal,D,VS2,62,55,758,4.38,4.42,2.73
31173,0.32,Ideal,D,VS2,62.4,57,758,4.34,4.38,2.72
31174,0.32,Ideal,D,VS2,61.9,55,758,4.39,4.43,2.73
31175,0.32,Ideal,E,VS1,61.7,57,758,4.39,4.42,2.72
31176,0.32,Good,H,SI1,63.1,54,449,4.36,4.42,2.77
31177,0.32,Very Good,I,VS2,61.1,57,449,4.39,4.42,2.69
31178,0.32,Ideal,H,SI1,60.6,57,449,4.4,4.44,2.68
31179,0.32,Premium,E,SI2,61.7,60,449,4.38,4.41,2.71
31180,0.32,Good,H,SI1,63.1,55,449,4.34,4.37,2.75
31181,0.32,Very Good,H,SI1,62.2,56,449,4.36,4.39,2.72
31182,0.32,Very Good,I,VS2,63,55,449,4.34,4.39,2.75
31183,0.32,Ideal,I,VS2,62.5,55,449,4.37,4.4,2.74
31184,0.32,Ideal,I,VS2,61.5,56,449,4.4,4.41,2.71
31185,0.32,Very Good,I,VS2,62.9,57,449,4.37,4.4,2.76
31186,0.32,Ideal,I,VS2,60.3,56,449,4.44,4.45,2.68
31187,0.32,Very Good,E,SI2,62.7,57,449,4.34,4.37,2.73
31188,0.32,Good,I,VS2,63.2,56,449,4.32,4.38,2.75
31189,0.32,Ideal,I,VS2,61.6,56,449,4.37,4.39,2.7
31190,0.32,Premium,E,SI2,59.7,60,449,4.43,4.45,2.65
31191,0.32,Very Good,I,VS2,63,57,449,4.33,4.37,2.74
31192,0.32,Ideal,I,VS2,61.3,56,449,4.38,4.43,2.7
31193,0.32,Premium,I,VS2,62.2,59,449,4.35,4.37,2.71
31194,0.32,Good,I,VS2,63.4,55,449,4.33,4.37,2.76
31195,0.32,Ideal,E,SI2,62.7,55,449,4.39,4.42,2.76
31196,0.32,Premium,I,VS2,62.6,58,449,4.37,4.42,2.75
31197,0.28,Very Good,H,VVS2,62.4,54,450,4.2,4.23,2.63
31198,0.25,Ideal,I,VS2,62,57,450,4.02,4.06,2.5
31199,0.32,Ideal,G,SI2,61.6,56,450,4.44,4.46,2.74
31200,0.32,Ideal,G,SI2,61.8,55,450,4.4,4.43,2.73
31201,0.32,Ideal,G,SI2,62.2,53,450,4.4,4.44,2.75
31202,0.36,Ideal,F,SI2,62.2,55,450,4.57,4.59,2.85
31203,0.33,Ideal,F,SI2,62.3,55,450,4.44,4.49,2.78
31204,0.36,Ideal,F,SI2,61.2,56,450,4.61,4.64,2.83
31205,0.32,Ideal,I,SI1,61.9,54,450,4.41,4.45,2.74
31206,0.32,Ideal,D,VS2,61.1,56,758,4.39,4.41,2.69
31207,0.32,Ideal,D,VS2,61,56,758,4.42,4.46,2.71
31208,0.32,Ideal,D,VS2,61.9,55,758,4.41,4.44,2.74
31209,0.32,Ideal,E,VS1,61.6,57,758,4.35,4.39,2.69
31210,0.32,Very Good,D,VS2,62.5,57,758,4.34,4.39,2.73
31211,0.32,Ideal,D,VS2,62.2,56,758,4.38,4.4,2.73
31212,0.32,Premium,D,VS2,61.7,59,758,4.38,4.43,2.72
31213,0.32,Ideal,D,VS2,62.7,54,758,4.36,4.38,2.74
31214,0.32,Ideal,D,VS2,61.7,54,758,4.38,4.43,2.72
31215,0.32,Ideal,D,VS2,61.9,57,758,4.37,4.39,2.71
31216,0.32,Ideal,D,VS2,62.1,56,758,4.39,4.43,2.74
31217,0.32,Very Good,D,VS2,62,57,758,4.38,4.42,2.73
31218,0.32,Very Good,D,VS2,61.8,57,758,4.35,4.36,2.69
31219,0.32,Ideal,D,VS2,61.3,56,758,4.37,4.41,2.69
31220,0.32,Ideal,D,VS2,62.5,56,758,4.38,4.45,2.76
31221,0.32,Ideal,E,VS1,61.5,56,758,4.38,4.4,2.7
31222,0.32,Ideal,D,VS2,62.7,57,758,4.4,4.44,2.77
31223,0.32,Ideal,D,VS2,62.6,57,758,4.37,4.41,2.75
31224,0.32,Ideal,D,VS2,61,57,758,4.42,4.46,2.71
31225,0.32,Premium,D,VS2,60.3,60,758,4.42,4.44,2.67
31226,0.32,Ideal,D,VS2,62,55,758,4.37,4.41,2.72
31227,0.32,Ideal,E,VS1,59.9,55,758,4.46,4.49,2.68
31228,0.32,Ideal,D,VS2,62.2,55,758,4.37,4.41,2.73
31229,0.32,Ideal,D,VS2,62.1,54,758,4.4,4.46,2.75
31230,0.32,Ideal,E,VS1,61.7,56,758,4.39,4.42,2.72
31231,0.32,Premium,D,VS2,61.7,58,758,4.34,4.38,2.69
31232,0.32,Ideal,D,VS2,61.7,57,758,4.36,4.39,2.7
31233,0.32,Ideal,D,VS2,62.2,56,758,4.36,4.39,2.72
31234,0.32,Ideal,D,VS2,61.5,56,758,4.39,4.42,2.71
31235,0.32,Ideal,D,VS2,62.6,55,758,4.37,4.39,2.74
31236,0.36,Premium,I,IF,59.9,59,758,4.58,4.63,2.76
31237,0.32,Ideal,D,VS2,61.5,56,758,4.41,4.44,2.72
31238,0.32,Ideal,D,VS2,60.5,56,758,4.45,4.48,2.7
31239,0.32,Ideal,D,VS2,62.3,57,758,4.39,4.41,2.74
31240,0.32,Ideal,E,VS1,61.8,55,758,4.4,4.43,2.73
31241,0.32,Ideal,E,VS1,61.9,56,758,4.38,4.41,2.72
31242,0.3,Very Good,E,VVS2,62.4,57,759,4.28,4.31,2.68
31243,0.36,Very Good,D,VS2,64,56,759,4.49,4.51,2.88
31244,0.31,Ideal,F,VVS2,61.9,56,759,4.32,4.37,2.69
31245,0.31,Ideal,G,VVS1,62.4,54,759,4.31,4.34,2.7
31246,0.37,Ideal,F,VS2,61.7,55,759,4.61,4.73,2.88
31247,0.36,Ideal,F,VS2,61,56,759,4.61,4.64,2.82
31248,0.38,Ideal,G,VS1,62.4,54,759,4.63,4.67,2.9
31249,0.41,Ideal,G,SI1,61.4,56,759,4.81,4.83,2.96
31250,0.41,Ideal,G,SI1,61.9,54,759,4.77,4.82,2.97
31251,0.44,Premium,H,SI2,58.4,60,759,5.05,4.99,2.93
31252,0.44,Premium,H,SI2,59.3,60,759,5.01,4.98,2.96
31253,0.44,Premium,H,SI2,59.6,60,759,4.95,4.93,2.96
31254,0.37,Very Good,D,VS2,60,57,760,4.7,4.76,2.84
31255,0.35,Very Good,F,VS1,61.9,56,760,4.5,4.53,2.79
31256,0.43,Very Good,D,SI1,62.9,56,760,4.78,4.83,3.02
31257,0.27,Very Good,E,IF,59.7,56,760,4.26,4.28,2.55
31258,0.27,Ideal,F,VVS2,62.7,55,760,4.1,4.12,2.58
31259,0.27,Ideal,F,VVS2,62,55,760,4.14,4.16,2.57
31260,0.27,Ideal,E,VVS2,60.2,55,760,4.24,4.27,2.56
31261,0.27,Ideal,E,VVS2,61.9,56,760,4.16,4.19,2.58
31262,0.27,Ideal,F,VVS1,62.5,56,760,4.1,4.14,2.57
31263,0.42,Ideal,H,VS2,62.1,54,760,4.82,4.84,3
31264,0.34,Ideal,E,VS2,61.8,54,760,4.49,4.5,2.78
31265,0.34,Ideal,F,VS1,61.9,55,760,4.49,4.52,2.79
31266,0.41,Ideal,E,SI2,61.2,56,760,4.81,4.84,2.95
31267,0.42,Ideal,H,SI1,60.9,56,760,4.89,4.86,2.97
31268,0.42,Ideal,F,SI1,61.6,56,760,4.81,4.85,2.98
31269,0.27,Ideal,F,IF,61.3,57,760,4.16,4.2,2.56
31270,0.27,Ideal,F,IF,61.8,55,760,4.14,4.21,2.57
31271,0.27,Ideal,F,IF,61.4,57,760,4.17,4.19,2.57
31272,0.27,Ideal,F,IF,63,55,760,4.13,4.16,2.61
31273,0.41,Good,E,SI1,59.5,62,760,4.85,4.87,2.89
31274,0.43,Ideal,F,SI1,62.5,56,760,4.82,4.84,3.02
31275,0.43,Ideal,E,SI1,62.6,56,760,4.79,4.82,3.01
31276,0.4,Very Good,G,VS1,60.4,57,760,4.76,4.77,2.88
31277,0.42,Very Good,H,SI1,58.6,61,761,4.92,4.95,2.89
31278,0.33,Ideal,G,VVS2,60.4,57,761,4.48,4.52,2.72
31279,0.33,Ideal,F,VVS2,60.9,57,761,4.46,4.51,2.73
31280,0.33,Ideal,F,VVS2,61.4,55,761,4.48,4.51,2.76
31281,0.33,Ideal,F,VVS2,61.7,55,761,4.46,4.49,2.76
31282,0.33,Ideal,F,VVS2,60.7,56,761,4.46,4.5,2.72
31283,0.33,Ideal,F,VVS2,61.8,54,761,4.47,4.5,2.77
31284,0.36,Ideal,G,VS1,60.6,57,761,4.58,4.62,2.79
31285,0.3,Ideal,D,VS1,61,57,761,4.3,4.33,2.63
31286,0.44,Ideal,F,SI1,61.4,56,761,4.89,4.94,3.02
31287,0.42,Ideal,D,SI1,62.1,54,761,4.84,4.86,3.01
31288,0.3,Premium,H,VVS1,61.3,58,761,4.32,4.3,2.64
31289,0.31,Ideal,H,IF,60.8,57,761,4.38,4.4,2.67
31290,0.31,Good,G,VVS1,58,62,761,4.42,4.47,2.58
31291,0.31,Very Good,G,VVS1,62.8,57,761,4.3,4.33,2.71
31292,0.31,Ideal,F,VVS2,61.2,56,761,4.37,4.39,2.68
31293,0.31,Premium,H,IF,60.4,58,761,4.41,4.43,2.67
31294,0.31,Very Good,G,VVS1,59.8,62,761,4.35,4.41,2.62
31295,0.31,Ideal,F,VVS2,62.4,55,761,4.33,4.36,2.71
31296,0.37,Ideal,E,VS2,61,56,762,4.64,4.67,2.84
31297,0.3,Ideal,D,VS2,62.3,53.9,762,4.3,4.32,2.69
31298,0.33,Premium,D,VS2,60.8,60,762,4.52,4.46,2.73
31299,0.31,Very Good,E,VVS1,59.9,62,763,4.4,4.41,2.64
31300,0.31,Very Good,E,VVS1,61.2,61,763,4.33,4.36,2.66
31301,0.35,Very Good,D,VS1,60.9,58,763,4.54,4.56,2.77
31302,0.37,Ideal,D,VS2,61.1,54,763,4.63,4.66,2.84
31303,0.37,Ideal,D,VS2,62.3,55,763,4.59,4.62,2.87
31304,0.41,Ideal,H,SI1,61.5,55,763,4.78,4.81,2.95
31305,0.43,Ideal,G,SI1,62.2,54,763,4.84,4.88,3.02
31306,0.3,Good,E,VVS1,57.8,60,763,4.45,4.48,2.58
31307,0.3,Ideal,E,VVS1,62.5,54,763,4.29,4.32,2.69
31308,0.32,Premium,H,IF,61.8,58,763,4.35,4.39,2.7
31309,0.38,Very Good,G,VS1,62,57,764,4.65,4.68,2.89
31310,0.45,Very Good,G,SI2,59.7,61,764,4.95,5,2.97
31311,0.47,Very Good,J,SI1,62.4,58,764,4.94,4.99,3.1
31312,0.36,Ideal,H,VVS1,62,54.8,764,4.57,4.59,2.84
31313,0.3,Ideal,G,VVS1,61.8,57,764,4.32,4.36,2.68
31314,0.3,Ideal,G,VVS1,62.1,57,764,4.27,4.29,2.66
31315,0.3,Ideal,G,VVS1,62.2,57,764,4.3,4.32,2.68
31316,0.3,Ideal,G,VVS1,61.5,57,764,4.28,4.31,2.64
31317,0.3,Ideal,G,VVS1,62,58,764,4.27,4.31,2.66
31318,0.3,Ideal,G,VVS1,61.9,57,764,4.28,4.31,2.66
31319,0.3,Ideal,G,VVS1,61.7,54,764,4.32,4.34,2.67
31320,0.3,Ideal,G,VVS1,61.7,57,764,4.31,4.35,2.67
31321,0.3,Ideal,G,VVS1,61.7,57,764,4.32,4.34,2.67
31322,0.3,Ideal,G,VVS1,61.8,56,764,4.32,4.36,2.68
31323,0.3,Ideal,G,VVS1,61.1,57,764,4.32,4.35,2.65
31324,0.3,Ideal,G,VVS1,62.7,54,764,4.3,4.34,2.71
31325,0.3,Ideal,G,VVS1,61.4,58,764,4.31,4.35,2.66
31326,0.3,Ideal,G,VVS1,62,54,764,4.35,4.36,2.7
31327,0.3,Ideal,G,VVS1,62.3,54,764,4.32,4.35,2.7
31328,0.3,Ideal,G,VVS1,62,58,764,4.28,4.3,2.66
31329,0.3,Ideal,G,VVS1,61.4,57,764,4.32,4.35,2.66
31330,0.3,Ideal,G,VVS1,62.2,57,764,4.28,4.3,2.67
31331,0.3,Ideal,G,VVS1,61.6,58,764,4.31,4.32,2.66
31332,0.3,Ideal,G,VVS1,61.9,54,764,4.33,4.36,2.69
31333,0.3,Ideal,G,VVS1,61.5,55,764,4.33,4.35,2.67
31334,0.4,Ideal,H,VS2,61.8,54.5,764,4.74,4.77,2.94
31335,0.34,Ideal,F,VS1,61.1,55,764,4.53,4.57,2.78
31336,0.34,Ideal,F,VS1,61.7,55,764,4.51,4.53,2.79
31337,0.4,Ideal,F,SI2,61.5,56,764,4.75,4.78,2.93
31338,0.41,Ideal,F,SI1,61.2,58,764,4.76,4.81,2.93
31339,0.3,Ideal,H,IF,61.2,55,764,4.36,4.37,2.67
31340,0.3,Ideal,H,IF,61.5,58,764,4.28,4.3,2.64
31341,0.3,Ideal,H,IF,60.8,56,764,4.36,4.39,2.66
31342,0.3,Ideal,H,IF,62.2,54,764,4.34,4.37,2.71
31343,0.3,Ideal,H,IF,61.8,57,764,4.31,4.36,2.68
31344,0.3,Ideal,H,IF,62.5,56,764,4.31,4.33,2.7
31345,0.3,Ideal,H,IF,62.3,54,764,4.34,4.36,2.71
31346,0.3,Ideal,H,IF,61.5,56,764,4.32,4.33,2.66
31347,0.3,Ideal,H,IF,61.2,56,764,4.36,4.37,2.67
31348,0.3,Ideal,H,IF,61.6,57,764,4.31,4.33,2.66
31349,0.3,Ideal,H,IF,62.1,57,764,4.29,4.31,2.67
31350,0.3,Ideal,H,IF,62,57,764,4.26,4.29,2.65
31351,0.3,Ideal,H,IF,62,55,764,4.33,4.35,2.69
31352,0.3,Ideal,H,IF,61.3,58,764,4.3,4.31,2.64
31353,0.33,Good,F,VVS1,63.3,57,764,4.38,4.44,2.79
31354,0.43,Very Good,E,SI2,59,60,765,4.9,4.96,2.91
31355,0.33,Ideal,F,VS1,62.8,55,765,4.41,4.45,2.78
31356,0.4,Ideal,J,VS2,62.9,57,765,4.75,4.7,2.97
31357,0.3,Ideal,I,VVS2,63,57,765,4.27,4.24,2.68
31358,0.34,Ideal,G,VS2,62.1,57,765,4.5,4.46,2.78
31359,0.34,Premium,G,VS2,60.3,54,765,4.56,4.53,2.74
31360,0.4,Good,J,VS2,64,57,765,4.7,4.67,3
31361,0.4,Very Good,I,SI1,63.2,54,765,4.69,4.67,2.96
31362,0.4,Ideal,I,SI1,61.6,56,765,4.74,4.68,2.9
31363,0.4,Premium,I,SI1,59.8,57,765,4.83,4.8,2.88
31364,0.4,Very Good,G,SI2,63.4,59,765,4.66,4.64,2.95
31365,0.34,Ideal,G,VS2,61.8,56,765,4.52,4.48,2.78
31366,0.34,Ideal,G,VS2,61.1,55,765,4.55,4.52,2.77
31367,0.34,Ideal,G,VS2,61.5,55,765,4.5,4.47,2.76
31368,0.34,Ideal,G,VS2,62.7,55,765,4.49,4.48,2.81
31369,0.34,Premium,E,SI1,59.3,58,765,4.59,4.55,2.71
31370,0.34,Premium,E,SI1,59.6,57,765,4.61,4.52,2.72
31371,0.34,Good,E,SI1,63.9,56,765,4.48,4.44,2.85
31372,0.34,Ideal,E,SI1,60.7,56,765,4.55,4.51,2.75
31373,0.4,Premium,J,VS2,60.9,62,765,4.76,4.73,2.89
31374,0.4,Premium,J,VS2,62.5,60,765,4.71,4.67,2.93
31375,0.4,Good,I,SI1,63.9,57,765,4.7,4.66,2.99
31376,0.4,Very Good,I,SI1,63.2,55,765,4.72,4.68,2.97
31377,0.4,Very Good,G,SI2,63.1,59,765,4.7,4.65,2.95
31378,0.4,Premium,G,SI2,61.9,61,765,4.74,4.69,2.92
31379,0.4,Very Good,G,SI2,63.2,56,765,4.73,4.7,2.98
31380,0.34,Very Good,I,VVS2,63.1,56,765,4.47,4.43,2.81
31381,0.34,Premium,I,VVS2,61.5,60,765,4.49,4.45,2.75
31382,0.34,Premium,I,VVS2,61.3,57,765,4.52,4.49,2.76
31383,0.34,Premium,H,VS1,61.6,59,765,4.54,4.49,2.78
31384,0.34,Premium,H,VS1,61.4,59,765,4.53,4.5,2.77
31385,0.34,Premium,H,VS1,62.1,58,765,4.49,4.46,2.78
31386,0.34,Ideal,H,VS1,62.1,57,765,4.51,4.48,2.79
31387,0.34,Ideal,H,VS1,62.7,55,765,4.51,4.48,2.82
31388,0.34,Premium,H,VS1,60.8,59,765,4.53,4.48,2.74
31389,0.34,Premium,H,VS1,61.3,56,765,4.53,4.48,2.76
31390,0.34,Ideal,H,VS1,62.5,57,765,4.46,4.43,2.78
31391,0.34,Premium,H,VS1,62.2,58,765,4.48,4.43,2.77
31392,0.34,Ideal,H,VS1,62.3,55,765,4.48,4.45,2.78
31393,0.34,Ideal,H,VS1,62.7,57,765,4.48,4.45,2.8
31394,0.34,Premium,H,VS1,60.6,60,765,4.49,4.45,2.71
31395,0.34,Very Good,H,VS1,63.1,57,765,4.44,4.4,2.79
31396,0.34,Premium,G,VS2,60.2,58,765,4.55,4.52,2.73
31397,0.34,Premium,G,VS2,60.3,59,765,4.53,4.49,2.72
31398,0.34,Ideal,G,VS2,61.9,55,765,4.53,4.49,2.79
31399,0.34,Premium,G,VS2,61.1,60,765,4.53,4.51,2.76
31400,0.34,Premium,G,VS2,61.3,58,765,4.53,4.51,2.77
31401,0.34,Premium,G,VS2,60.2,58,765,4.56,4.51,2.73
31402,0.34,Ideal,G,VS2,61,57,765,4.5,4.48,2.74
31403,0.34,Ideal,G,VS2,61.4,57,765,4.51,4.48,2.76
31404,0.34,Ideal,G,VS2,61.7,56,765,4.53,4.48,2.78
31405,0.34,Ideal,G,VS2,61.3,55,765,4.51,4.49,2.76
31406,0.34,Premium,G,VS2,60.3,58,765,4.53,4.49,2.72
31407,0.34,Premium,G,VS2,61.8,58,765,4.5,4.47,2.77
31408,0.34,Ideal,G,VS2,62,54,765,4.5,4.47,2.78
31409,0.34,Ideal,G,VS2,62,56,765,4.5,4.47,2.78
31410,0.34,Ideal,G,VS2,62.2,55,765,4.5,4.47,2.79
31411,0.34,Ideal,G,VS2,61.5,57,765,4.51,4.47,2.76
31412,0.34,Ideal,G,VS2,62.1,55,765,4.49,4.46,2.78
31413,0.34,Premium,G,VS2,61.2,58,765,4.5,4.46,2.74
31414,0.34,Ideal,G,VS2,62.5,57,765,4.5,4.46,2.8
31415,0.34,Ideal,G,VS2,62.2,53,765,4.51,4.46,2.79
31416,0.34,Premium,G,VS2,61.6,60,765,4.49,4.47,2.76
31417,0.34,Ideal,G,VS2,61.5,56,765,4.5,4.47,2.76
31418,0.34,Premium,G,VS2,61.6,58,765,4.51,4.45,2.76
31419,0.34,Ideal,G,VS2,62.9,55,765,4.52,4.45,2.82
31420,0.34,Ideal,G,VS2,62,55,765,4.48,4.46,2.77
31421,0.34,Premium,G,VS2,61,58,765,4.49,4.46,2.73
31422,0.34,Premium,G,VS2,62,59,765,4.47,4.43,2.76
31423,0.34,Very Good,G,VS2,63.1,57,765,4.47,4.43,2.81
31424,0.34,Premium,G,VS2,61.2,59,765,4.49,4.43,2.73
31425,0.34,Ideal,G,VS2,62.2,57,765,4.47,4.44,2.77
31426,0.34,Premium,G,VS2,61.2,62,765,4.48,4.44,2.73
31427,0.34,Premium,E,SI1,59,60,765,4.62,4.56,2.71
31428,0.34,Ideal,E,SI1,61.7,56,765,4.52,4.49,2.78
31429,0.34,Ideal,E,SI1,61.4,54,765,4.53,4.5,2.77
31430,0.34,Premium,E,SI1,60.3,57,765,4.56,4.53,2.74
31431,0.34,Ideal,E,SI1,62.3,57,765,4.51,4.48,2.8
31432,0.34,Ideal,E,SI1,61.4,55,765,4.54,4.48,2.77
31433,0.34,Premium,E,SI1,60.7,60,765,4.51,4.48,2.73
31434,0.34,Ideal,E,SI1,60.7,57,765,4.51,4.48,2.73
31435,0.34,Ideal,E,SI1,61,57,765,4.51,4.48,2.74
31436,0.34,Ideal,E,SI1,62.9,55,765,4.5,4.47,2.82
31437,0.34,Ideal,E,SI1,62.1,55,765,4.51,4.47,2.79
31438,0.34,Very Good,E,SI1,63.2,55,765,4.49,4.46,2.83
31439,0.34,Premium,E,SI1,61.8,58,765,4.5,4.47,2.77
31440,0.34,Very Good,E,SI1,63.3,56,765,4.44,4.41,2.8
31441,0.34,Ideal,E,SI1,63,55,765,4.47,4.42,2.8
31442,0.34,Premium,E,SI1,61.9,59,765,4.48,4.44,2.76
31443,0.34,Ideal,E,SI1,61.8,56,765,4.48,4.45,2.76
31444,0.34,Ideal,E,SI1,62.9,56,765,4.48,4.45,2.81
31445,0.34,Ideal,E,SI1,62.2,55,765,4.49,4.45,2.78
31446,0.34,Ideal,E,SI1,62.7,55,765,4.47,4.46,2.8
31447,0.34,Ideal,E,SI1,62,57,765,4.48,4.46,2.77
31448,0.34,Premium,G,VS2,62.4,59,765,4.47,4.41,2.77
31449,0.31,Very Good,E,VVS2,61.1,55,766,4.39,4.41,2.69
31450,0.31,Ideal,E,VVS2,61.4,56,766,4.36,4.4,2.69
31451,0.31,Ideal,E,VVS2,61.7,56,766,4.37,4.38,2.7
31452,0.3,Ideal,E,VVS2,61.9,59,766,4.27,4.3,2.65
31453,0.3,Ideal,E,VVS2,62.2,57,766,4.28,4.31,2.67
31454,0.3,Ideal,E,VVS2,61.5,58,766,4.29,4.3,2.64
31455,0.3,Ideal,E,VVS2,61.9,55,766,4.3,4.33,2.67
31456,0.3,Ideal,E,VVS2,61.9,58,766,4.28,4.32,2.66
31457,0.3,Ideal,E,VVS2,61.9,58,766,4.27,4.29,2.65
31458,0.3,Ideal,E,VVS2,62.3,57,766,4.29,4.31,2.68
31459,0.3,Ideal,E,VVS2,61.6,58,766,4.28,4.33,2.65
31460,0.3,Ideal,E,VVS2,62.1,57,766,4.27,4.3,2.66
31461,0.3,Ideal,E,VVS2,62.3,56,766,4.28,4.32,2.68
31462,0.3,Ideal,E,VVS2,62.3,57,766,4.29,4.32,2.68
31463,0.3,Ideal,E,VVS2,61.6,56,766,4.32,4.35,2.67
31464,0.3,Ideal,E,VVS2,62.3,56,766,4.3,4.34,2.69
31465,0.31,Ideal,D,VS1,60.5,57,766,4.4,4.43,2.67
